excel_row,column,before,after,species_on_that_row
1622,subfamily (A),,Epidendroideae,hookeri
1623,genus (E),,Catasetum,hopkinsonianum
1623,subfamily (A),,Epidendroideae,hopkinsonianum
1624,subfamily (A),,Epidendroideae,incurvum
1625,genus (E),,Catasetum,integerrimum
1625,subfamily (A),,Epidendroideae,integerrimum
1626,genus (E),,Catasetum,juruenense
1626,subfamily (A),,Epidendroideae,juruenense
1627,genus (E),,Catasetum,laminatum
1627,subfamily (A),,Epidendroideae,laminatum
1628,genus (E),,Catasetum,longifolium
1628,subfamily (A),,Epidendroideae,longifolium
1629,genus (E),,Catasetum,luridum
1629,subfamily (A),,Epidendroideae,luridum
1630,genus (E),,Catasetum,macrocarpum
1630,subfamily (A),,Epidendroideae,macrocarpum
1631,genus (E),,Catasetum,macroglossum
1631,subfamily (A),,Epidendroideae,macroglossum
1632,genus (E),,Catasetum,maculatum
1632,subfamily (A),,Epidendroideae,maculatum
1633,genus (E),,Catasetum,maranhense
1633,subfamily (A),,Epidendroideae,maranhense
1634,subfamily (A),,Epidendroideae,ochraceum
1635,genus (E),,Catasetum,osculatum
1635,subfamily (A),,Epidendroideae,osculatum
1636,genus (E),,Catasetum,parguazense
1636,subfamily (A),,Epidendroideae,parguazense
1637,genus (E),,Catasetum,pendulum
1637,subfamily (A),,Epidendroideae,pendulum
1638,genus (E),,Catasetum,pileatum
1638,subfamily (A),,Epidendroideae,pileatum
1639,genus (E),,Catasetum,planiceps
1639,subfamily (A),,Epidendroideae,planiceps
1640,genus (E),,Catasetum,pulchrum
1640,subfamily (A),,Epidendroideae,pulchrum
1641,genus (E),,Catasetum,purum
1641,subfamily (A),,Epidendroideae,purum
1642,genus (E),,Catasetum,reichenbachianum
1642,subfamily (A),,Epidendroideae,reichenbachianum
1643,genus (E),,Catasetum,rondonense
1643,subfamily (A),,Epidendroideae,rondonense
1644,subfamily (A),,Epidendroideae,saccatum
1645,genus (E),,Catasetum,sanguineum
1645,subfamily (A),,Epidendroideae,sanguineum
1646,genus (E),,Catasetum,schmidtianum
1646,subfamily (A),,Epidendroideae,schmidtianum
1647,genus (E),,Catasetum,schunkei
1647,subfamily (A),,Epidendroideae,schunkei
1648,genus (E),,Catasetum,semicirculatum
1648,subfamily (A),,Epidendroideae,semicirculatum
1649,genus (E),,Catasetum,socco
1649,subfamily (A),,Epidendroideae,socco
1650,genus (E),,Catasetum,tabulare
1650,subfamily (A),,Epidendroideae,tabulare
1651,genus (E),,Catasetum,tenebrosum
1651,subfamily (A),,Epidendroideae,tenebrosum
1652,genus (E),,Catasetum,thompsonii
1652,subfamily (A),,Epidendroideae,thompsonii
1653,genus (E),,Catasetum,trulla
1653,subfamily (A),,Epidendroideae,trulla
1654,subfamily (A),,Epidendroideae,uncatum
1655,genus (E),,Catasetum,viridiflavum
1655,subfamily (A),,Epidendroideae,viridiflavum
1657,genus (E),,Clowesia,dodsoniana
1657,subfamily (A),,Epidendroideae,dodsoniana
1658,genus (E),,Clowesia,glaucoglossa
1658,subfamily (A),,Epidendroideae,glaucoglossa
1659,genus (E),,Clowesia,russelliana
1659,subfamily (A),,Epidendroideae,russelliana
1660,genus (E),,Clowesia,scurra
1660,subfamily (A),,Epidendroideae,scurra
1661,genus (E),,Clowesia,thylaciochila
1661,subfamily (A),,Epidendroideae,thylaciochila
1662,genus (E),,Clowesia,warczewitzii
1662,subfamily (A),,Epidendroideae,warczewitzii
1664,genus (E),,Cyanaeorchis,minor
1664,subfamily (A),,Epidendroideae,minor
1665,genus (E),,Cyanaeorchis,praetermissa
1665,subfamily (A),,Epidendroideae,praetermissa
1667,genus (E),,Cycnoches,chlorochilon
1667,subfamily (A),,Epidendroideae,chlorochilon
1668,genus (E),,Cycnoches,dianae
1668,subfamily (A),,Epidendroideae,dianae
1669,genus (E),,Cycnoches,ergotonianum
1669,subfamily (A),,Epidendroideae,ergotonianum
1670,genus (E),,Cycnoches,guttulatum
1670,subfamily (A),,Epidendroideae,guttulatum
1671,genus (E),,Cycnoches,haagii
1671,subfamily (A),,Epidendroideae,haagii
1672,genus (E),,Cycnoches,lehmannii
1672,subfamily (A),,Epidendroideae,lehmannii
1673,genus (E),,Cycnoches,loddigesii
1673,subfamily (A),,Epidendroideae,loddigesii
1674,genus (E),,Cycnoches,maculatum
1674,subfamily (A),,Epidendroideae,maculatum
1675,subfamily (A),,Epidendroideae,pentadactylon
1676,genus (E),,Cycnoches,peruviana
1676,subfamily (A),,Epidendroideae,peruviana
1677,genus (E),,Cycnoches,ventricosum
1677,subfamily (A),,Epidendroideae,ventricosum
1678,genus (E),,Cycnoches,warszewiczii
1678,subfamily (A),,Epidendroideae,warszewiczii
1680,genus (E),,Dressleria,eburnea
1680,subfamily (A),,Epidendroideae,eburnea
1681,genus (E),,Dressleria,helleri
1681,subfamily (A),,Epidendroideae,helleri
1682,genus (E),,Dressleria,kerryae
1682,subfamily (A),,Epidendroideae,kerryae
1683,genus (E),,Dressleria,suavis
1683,subfamily (A),,Epidendroideae,suavis
1685,genus (E),,Galeandra,macroplectra
1685,subfamily (A),,Epidendroideae,macroplectra
1686,genus (E),,Galeandra,magnicolumna
1686,subfamily (A),,Epidendroideae,magnicolumna
1688,genus (E),,Grobya,galeata
1688,subfamily (A),,Epidendroideae,galeata
1690,genus (E),,Mormodes,buccinator
1690,subfamily (A),,Epidendroideae,buccinator
1691,genus (E),,Mormodes,cartonii
1691,subfamily (A),,Epidendroideae,cartonii
1692,genus (E),,Mormodes,colossus
1692,subfamily (A),,Epidendroideae,colossus
1693,genus (E),,Mormodes,flavida
1693,subfamily (A),,Epidendroideae,flavida
1694,genus (E),,Mormodes,ignea
1694,subfamily (A),,Epidendroideae,ignea
1695,genus (E),,Mormodes,lineata
1695,subfamily (A),,Epidendroideae,lineata
1696,genus (E),,Mormodes,maculata
1696,subfamily (A),,Epidendroideae,maculata
1697,genus (E),,Mormodes,pardalinata
1697,subfamily (A),,Epidendroideae,pardalinata
1698,subfamily (A),,Epidendroideae,powellii
1699,genus (E),,Mormodes,tuxtlensis
1699,subfamily (A),,Epidendroideae,tuxtlensis
1700,genus (E),,Mormodes,uncia
1700,subfamily (A),,Epidendroideae,uncia
1701,genus (E),,Mormodes,vernixium
1701,subfamily (A),,Epidendroideae,vernixium
1705,genus (E),,Peristeria,lindenii
1705,subfamily (A),,Epidendroideae,lindenii
1706,genus (E),,Peristeria,pendula
1706,subfamily (A),,Epidendroideae,pendula
1708,genus (E),,Cyrtopodium,flavum
1708,subfamily (A),,Epidendroideae,flavum
1709,genus (E),,Cyrtopodium,hatchbachii
1709,subfamily (A),,Epidendroideae,hatchbachii
1710,genus (E),,Cyrtopodium,paludocolum
1710,subfamily (A),,Epidendroideae,paludocolum
1711,genus (E),,Cyrtopodium,polyphyllum
1711,subfamily (A),,Epidendroideae,polyphyllum
1712,genus (E),,Cyrtopodium,punctatum
1712,subfamily (A),,Epidendroideae,punctatum
1714,genus (E),,Anguloa,hohenlobii
1714,subfamily (A),,Epidendroideae,hohenlobii
1716,genus (E),,Bifrenaria,harrisoniae
1716,subfamily (A),,Epidendroideae,harrisoniae
1717,genus (E),,Bifrenaria,tyrianthina
1717,subfamily (A),,Epidendroideae,tyrianthina
1719,genus (E),,Brasiliorchis,chrysantha
1719,subfamily (A),,Epidendroideae,chrysantha
1720,genus (E),,Brasiliorchis,humilus
1720,subfamily (A),,Epidendroideae,humilus
1721,genus (E),,Brasiliorchis,kautskyi
1721,subfamily (A),,Epidendroideae,kautskyi
1722,genus (E),,Brasiliorchis,marginata
1722,subfamily (A),,Epidendroideae,marginata
1723,genus (E),,Brasiliorchis,phoenicanthera
1723,subfamily (A),,Epidendroideae,phoenicanthera
1724,genus (E),,Brasiliorchis,picta
1724,subfamily (A),,Epidendroideae,picta
1725,genus (E),,Brasiliorchis,prophyrostele
1725,subfamily (A),,Epidendroideae,prophyrostele
1726,genus (E),,Brasiliorchis,schunkeana
1726,subfamily (A),,Epidendroideae,schunkeana
1727,subfamily (A),,Epidendroideae,ubatubana
1729,genus (E),,Camaridium,densum
1729,subfamily (A),,Epidendroideae,densum
1730,genus (E),,Camaridium,cucullatum
1730,subfamily (A),,Epidendroideae,cucullatum
1731,genus (E),,Camaridium,hematoglossum
1731,subfamily (A),,Epidendroideae,hematoglossum
1732,genus (E),,Camaridium,humulis
1732,subfamily (A),,Epidendroideae,humulis
1733,genus (E),,Camaridium,imbricatum
1733,subfamily (A),,Epidendroideae,imbricatum
1734,genus (E),,Camaridium,lutheri
1734,subfamily (A),,Epidendroideae,lutheri
1735,genus (E),,Camaridium,obscurum
1735,subfamily (A),,Epidendroideae,obscurum
1736,genus (E),,Camaridium,ochroleucum
1736,subfamily (A),,Epidendroideae,ochroleucum
1737,subfamily (A),,Epidendroideae,meleagris
1738,genus (E),,Camaridium,micranthum
1738,subfamily (A),,Epidendroideae,micranthum
1739,genus (E),,Camaridium,sigmoideum
1739,subfamily (A),,Epidendroideae,sigmoideum
1741,genus (E),,Christensonella,ferdinandiana
1741,subfamily (A),,Epidendroideae,ferdinandiana
1742,genus (E),,Christensonella,mosenii
1742,subfamily (A),,Epidendroideae,mosenii
1743,genus (E),,Christensonella,paranaensis
1743,subfamily (A),,Epidendroideae,paranaensis
1744,genus (E),,Christensonella,pumila
1744,subfamily (A),,Epidendroideae,pumila
1745,genus (E),,Christensonella,uncata
1745,subfamily (A),,Epidendroideae,uncata
1747,genus (E),,Cryptocentrum,gracillimum
1747,subfamily (A),,Epidendroideae,gracillimum
1748,genus (E),,Cryptocentrum,peruvianum
1748,subfamily (A),,Epidendroideae,peruvianum
1749,genus (E),,Cryptocentrum,standleyi
1749,subfamily (A),,Epidendroideae,standleyi
1751,genus (E),,Heterotaxis,discolor
1751,subfamily (A),,Epidendroideae,discolor
1752,genus (E),,Heterotaxis,equitans
1752,subfamily (A),,Epidendroideae,equitans
1753,genus (E),,Heterotaxis,sessilis
1753,subfamily (A),,Epidendroideae,sessilis
1754,genus (E),,Heterotaxis,superflua
1754,subfamily (A),,Epidendroideae,superflua
1755,genus (E),,Heterotaxis,valenzuelana
1755,subfamily (A),,Epidendroideae,valenzuelana
1756,genus (E),,Heterotaxis,villosa
1756,subfamily (A),,Epidendroideae,villosa
1757,genus (E),,Heterotaxis,violaceapunctata
1757,subfamily (A),,Epidendroideae,violaceapunctata
1760,genus (E),,Ida,fimbriata
1760,subfamily (A),,Epidendroideae,fimbriata
1761,genus (E),,Ida,heynderycxii
1761,subfamily (A),,Epidendroideae,heynderycxii
1762,genus (E),,Ida,locusta
1762,subfamily (A),,Epidendroideae,locusta
1764,genus (E),,Inti,chartacifolia
1764,subfamily (A),,Epidendroideae,chartacifolia
1766,genus (E),,Lycaste,bradeorum
1766,subfamily (A),,Epidendroideae,bradeorum
1767,genus (E),,Lycaste,bruncana
1767,subfamily (A),,Epidendroideae,bruncana
1768,genus (E),,Lycaste,ciliata
1768,subfamily (A),,Epidendroideae,ciliata
1769,genus (E),,Lycaste,consobrina
1769,subfamily (A),,Epidendroideae,consobrina
1770,genus (E),,Lycaste,powellii
1770,subfamily (A),,Epidendroideae,powellii
1771,genus (E),,Lycaste,xytriophora
1771,subfamily (A),,Epidendroideae,xytriophora
1773,genus (E),,Mapinguari,longipetiolatus
1773,subfamily (A),,Epidendroideae,longipetiolatus
1775,genus (E),,Maxillaria,buchtienii
1775,subfamily (A),,Epidendroideae,buchtienii
1776,genus (E),,Maxillaria,crocea
1776,subfamily (A),,Epidendroideae,crocea
1777,genus (E),,Maxillaria,dalessandroi
1777,subfamily (A),,Epidendroideae,dalessandroi
1778,genus (E),,Maxillaria,elegantula
1778,subfamily (A),,Epidendroideae,elegantula
1779,genus (E),,Maxillaria,fletcheriana
1779,subfamily (A),,Epidendroideae,fletcheriana
1780,genus (E),,Maxillaria,fucata
1780,subfamily (A),,Epidendroideae,fucata
1781,genus (E),,Maxillaria,fuerstenbergiana
1781,subfamily (A),,Epidendroideae,fuerstenbergiana
1782,genus (E),,Maxillaria,grandiflora
1782,subfamily (A),,Epidendroideae,grandiflora
1783,subfamily (A),,Epidendroideae,grandis
1784,genus (E),,Maxillaria,grayi
1784,subfamily (A),,Epidendroideae,grayi
1785,genus (E),,Maxillaria,hillsii
1785,subfamily (A),,Epidendroideae,hillsii
1786,genus (E),,Maxillaria,huebschii
1786,subfamily (A),,Epidendroideae,huebschii
1787,genus (E),,Maxillaria,irrorata
1787,subfamily (A),,Epidendroideae,irrorata
1788,genus (E),,Maxillaria,jenischiana
1788,subfamily (A),,Epidendroideae,jenischiana
1789,genus (E),,Maxillaria,juergensii
1789,subfamily (A),,Epidendroideae,juergensii
1790,genus (E),,Maxillaria,lehmannii
1790,subfamily (A),,Epidendroideae,lehmannii
1791,genus (E),,Maxillaria,lepidota
1791,subfamily (A),,Epidendroideae,lepidota
1792,genus (E),,Maxillaria,leucaimata
1792,subfamily (A),,Epidendroideae,leucaimata
1793,subfamily (A),,Epidendroideae,molitor
1794,genus (E),,Maxillaria,nutans
1794,subfamily (A),,Epidendroideae,nutans
1795,genus (E),,Maxillaria,ochroleuca
1795,subfamily (A),,Epidendroideae,ochroleuca
1796,genus (E),,Maxillaria,parkeri
1796,subfamily (A),,Epidendroideae,parkeri
1797,genus (E),,Maxillaria,reichenheimiana
1797,subfamily (A),,Epidendroideae,reichenheimiana
1798,genus (E),,Maxillaria,roseola
1798,subfamily (A),,Epidendroideae,roseola
1799,genus (E),,Maxillaria,sanderiana
1799,subfamily (A),,Epidendroideae,sanderiana
1800,genus (E),,Maxillaria,splendens
1800,subfamily (A),,Epidendroideae,splendens
1801,genus (E),,Maxillaria,striata
1801,subfamily (A),,Epidendroideae,striata
1802,genus (E),,Maxillaria,vitelliniflora
1802,subfamily (A),,Epidendroideae,vitelliniflora
1803,subfamily (A),,Epidendroideae,whittenii
1805,genus (E),,Maxillariella,anceps
1805,subfamily (A),,Epidendroideae,anceps
1806,genus (E),,Maxillariella,elatior
1806,subfamily (A),,Epidendroideae,elatior
1807,genus (E),,Maxillariella,prolifera
1807,subfamily (A),,Epidendroideae,prolifera
1808,genus (E),,Maxillariella,robusta
1808,subfamily (A),,Epidendroideae,robusta
1809,genus (E),,Maxillariella,sanguinea
1809,subfamily (A),,Epidendroideae,sanguinea
1810,genus (E),,Maxillariella,swartziana
1810,subfamily (A),,Epidendroideae,swartziana
1811,genus (E),,Maxillariella,variabilis
1811,subfamily (A),,Epidendroideae,variabilis
1812,genus (E),,Maxillariella,vulcanica
1812,subfamily (A),,Epidendroideae,vulcanica
1814,genus (E),,Mormolyca,chacoensis
1814,subfamily (A),,Epidendroideae,chacoensis
1815,genus (E),,Mormolyca,cleistogama
1815,subfamily (A),,Epidendroideae,cleistogama
1816,genus (E),,Mormolyca,pudica
1816,subfamily (A),,Epidendroideae,pudica
1817,genus (E),,Mormolyca,richii
1817,subfamily (A),,Epidendroideae,richii
1818,genus (E),,Mormolyca,ringens
1818,subfamily (A),,Epidendroideae,ringens
1819,genus (E),,Mormolyca,rufescens
1819,subfamily (A),,Epidendroideae,rufescens
1820,genus (E),,Mormolyca,tenuibulba
1820,subfamily (A),,Epidendroideae,tenuibulba
1821,genus (E),,Mormolyca,vanillosma
1821,subfamily (A),,Epidendroideae,vanillosma
1823,genus (E),,Nitidobulbon,nasutum
1823,subfamily (A),,Epidendroideae,nasutum
1824,genus (E),,Nitidobulbon,proboscideum
1824,subfamily (A),,Epidendroideae,proboscideum
1826,genus (E),,Ornithidium,aureum
1826,subfamily (A),,Epidendroideae,aureum
1827,genus (E),,Ornithidium,coccineum
1827,subfamily (A),,Epidendroideae,coccineum
1828,genus (E),,Ornithidium,fulgens
1828,subfamily (A),,Epidendroideae,fulgens
1829,genus (E),,Ornithidium,pendens
1829,subfamily (A),,Epidendroideae,pendens
1830,genus (E),,Ornithidium,rigidum
1830,subfamily (A),,Epidendroideae,rigidum
1831,genus (E),,Ornithidium,sophronitis
1831,subfamily (A),,Epidendroideae,sophronitis
1833,genus (E),,Rhetinantha,divaricata
1833,subfamily (A),,Epidendroideae,divaricata
1834,genus (E),,Rhetinantha,friedrichsthalii
1834,subfamily (A),,Epidendroideae,friedrichsthalii
1835,genus (E),,Rhetinantha,notylioglossa
1835,subfamily (A),,Epidendroideae,notylioglossa
1837,genus (E),,Scuticaria,steelei
1837,subfamily (A),,Epidendroideae,steelei
1840,genus (E),,Trigonidium,obtusum
1840,subfamily (A),,Epidendroideae,obtusum
1842,genus (E),,Xylobium,elongatum
1842,subfamily (A),,Epidendroideae,elongatum
1843,genus (E),,Xylobium,foveatum
1843,subfamily (A),,Epidendroideae,foveatum
1844,genus (E),,Xylobium,ornatum
1844,subfamily (A),,Epidendroideae,ornatum
1845,genus (E),,Xylobium,squalens
1845,subfamily (A),,Epidendroideae,squalens
1846,genus (E),,Xylobium,variegatum
1846,subfamily (A),,Epidendroideae,variegatum
1848,genus (E),,Acineta,chrysantha
1848,subfamily (A),,Epidendroideae,chrysantha
1849,genus (E),,Acineta,superba
1849,subfamily (A),,Epidendroideae,superba
1852,genus (E),,Cirrhaea,fuscolutea
1852,subfamily (A),,Epidendroideae,fuscolutea
1853,genus (E),,Cirrhaea,loddigesii
1853,subfamily (A),,Epidendroideae,loddigesii
1854,genus (E),,Cirrhaea,longiracemosa
1854,subfamily (A),,Epidendroideae,longiracemosa
1855,genus (E),,Cirrhaea,nasuta
1855,subfamily (A),,Epidendroideae,nasuta
1856,genus (E),,Cirrhaea,obtusata
1856,subfamily (A),,Epidendroideae,obtusata
1857,genus (E),,Cirrhaea,seidelii
1857,subfamily (A),,Epidendroideae,seidelii
1859,genus (E),,Coryanthes,bicalcarata
1859,subfamily (A),,Epidendroideae,bicalcarata
1860,genus (E),,Coryanthes,bruchmuelleri
1860,subfamily (A),,Epidendroideae,bruchmuelleri
1861,genus (E),,Coryanthes,cataniapoënsis
1861,subfamily (A),,Epidendroideae,cataniapoënsis
1862,genus (E),,Coryanthes,elegantium
1862,subfamily (A),,Epidendroideae,elegantium
1863,genus (E),,Coryanthes,flava
1863,subfamily (A),,Epidendroideae,flava
1864,genus (E),,Coryanthes,horichiana
1864,subfamily (A),,Epidendroideae,horichiana
1865,genus (E),,Coryanthes,hunteriana
1865,subfamily (A),,Epidendroideae,hunteriana
1866,genus (E),,Coryanthes,kaiseriana
1866,subfamily (A),,Epidendroideae,kaiseriana
1867,subfamily (A),,Epidendroideae,lafontainei
1868,genus (E),,Coryanthes,leucocorys
1868,subfamily (A),,Epidendroideae,leucocorys
1869,genus (E),,Coryanthes,macrantha
1869,subfamily (A),,Epidendroideae,macrantha
1870,genus (E),,Coryanthes,maculata
1870,subfamily (A),,Epidendroideae,maculata
1871,genus (E),,Coryanthes,maduroana
1871,subfamily (A),,Epidendroideae,maduroana
1872,genus (E),,Coryanthes,mastersiana
1872,subfamily (A),,Epidendroideae,mastersiana
1873,genus (E),,Coryanthes,panamensis
1873,subfamily (A),,Epidendroideae,panamensis
1874,genus (E),,Coryanthes,picturata
1874,subfamily (A),,Epidendroideae,picturata
1875,genus (E),,Coryanthes,rodriguezii
1875,subfamily (A),,Epidendroideae,rodriguezii
1876,genus (E),,Coryanthes,seegeri
1876,subfamily (A),,Epidendroideae,seegeri
1877,subfamily (A),,Epidendroideae,senghasiana
1878,genus (E),,Coryanthes,speciosa
1878,subfamily (A),,Epidendroideae,speciosa
1879,genus (E),,Coryanthes,thivii
1879,subfamily (A),,Epidendroideae,thivii
1880,genus (E),,Coryanthes,trifoliata
1880,subfamily (A),,Epidendroideae,trifoliata
1881,genus (E),,Coryanthes,vasquezii
1881,subfamily (A),,Epidendroideae,vasquezii
1882,genus (E),,Coryanthes,verrucolineata
1882,subfamily (A),,Epidendroideae,verrucolineata
1885,genus (E),,Gongora,aromatica
1885,subfamily (A),,Epidendroideae,aromatica
1886,genus (E),,Gongora,atropurpurea
1886,subfamily (A),,Epidendroideae,atropurpurea
1887,genus (E),,Gongora,bufonia
1887,subfamily (A),,Epidendroideae,bufonia
1888,genus (E),,Gongora,clavidora
1888,subfamily (A),,Epidendroideae,clavidora
1889,genus (E),,Gongora,fulva
1889,subfamily (A),,Epidendroideae,fulva
1890,genus (E),,Gongora,galeata
1890,subfamily (A),,Epidendroideae,galeata
1891,genus (E),,Gongora,galeottiana
1891,subfamily (A),,Epidendroideae,galeottiana
1892,genus (E),,Gongora,gibba
1892,subfamily (A),,Epidendroideae,gibba
1893,subfamily (A),,Epidendroideae,grossa
1894,genus (E),,Gongora,hirtzii
1894,subfamily (A),,Epidendroideae,hirtzii
1895,genus (E),,Gongora,horichiana
1895,subfamily (A),,Epidendroideae,horichiana
1896,genus (E),,Gongora,lagunae
1896,subfamily (A),,Epidendroideae,lagunae
1897,genus (E),,Gongora,maculata
1897,subfamily (A),,Epidendroideae,maculata
1898,genus (E),,Gongora,powellii
1898,subfamily (A),,Epidendroideae,powellii
1899,genus (E),,Gongora,quinquenervis
1899,subfamily (A),,Epidendroideae,quinquenervis
1900,genus (E),,Gongora,scaphephorus
1900,subfamily (A),,Epidendroideae,scaphephorus
1901,genus (E),,Gongora,tracyana
1901,subfamily (A),,Epidendroideae,tracyana
1902,genus (E),,Gongora,tricolor
1902,subfamily (A),,Epidendroideae,tricolor
1903,subfamily (A),,Epidendroideae,truncata
1904,genus (E),,Gongora,unicolor
1904,subfamily (A),,Epidendroideae,unicolor
1906,genus (E),,Houlletia,odoratissima
1906,subfamily (A),,Epidendroideae,odoratissima
1907,genus (E),,Houlletia,tigrina
1907,subfamily (A),,Epidendroideae,tigrina
1909,genus (E),,Kegeliella,houtteana
1909,subfamily (A),,Epidendroideae,houtteana
1910,genus (E),,Kegeliella,kupperi
1910,subfamily (A),,Epidendroideae,kupperi
1912,genus (E),,Lacaena,spectabilis
1912,subfamily (A),,Epidendroideae,spectabilis
1915,genus (E),,Paphinia,herrerae
1915,subfamily (A),,Epidendroideae,herrerae
1916,genus (E),,Paphinia,subclausa
1916,subfamily (A),,Epidendroideae,subclausa
1918,genus (E),,Polycycnis,gratiosa
1918,subfamily (A),,Epidendroideae,gratiosa
1919,genus (E),,Polycycnis,muscifera
1919,subfamily (A),,Epidendroideae,muscifera
1922,genus (E),,Sievekingia,fimbriata
1922,subfamily (A),,Epidendroideae,fimbriata
1923,genus (E),,Sievekingia,hirtzii
1923,subfamily (A),,Epidendroideae,hirtzii
1924,genus (E),,Sievekingia,jenmanii
1924,subfamily (A),,Epidendroideae,jenmanii
1925,genus (E),,Sievekingia,reichenbachiana
1925,subfamily (A),,Epidendroideae,reichenbachiana
1926,genus (E),,Sievekingia,rhonhofiae
1926,subfamily (A),,Epidendroideae,rhonhofiae
1927,genus (E),,Sievekingia,suavis
1927,subfamily (A),,Epidendroideae,suavis
1930,genus (E),,Stanhopea,annulata
1930,subfamily (A),,Epidendroideae,annulata
1931,genus (E),,Stanhopea,avicula
1931,subfamily (A),,Epidendroideae,avicula
1932,genus (E),,Stanhopea,candida
1932,subfamily (A),,Epidendroideae,candida
1933,genus (E),,Stanhopea,cirrhata
1933,subfamily (A),,Epidendroideae,cirrhata
1934,genus (E),,Stanhopea,connata
1934,subfamily (A),,Epidendroideae,connata
1935,genus (E),,Stanhopea,costaricensis
1935,subfamily (A),,Epidendroideae,costaricensis
1936,genus (E),,Stanhopea,dodsoniana
1936,subfamily (A),,Epidendroideae,dodsoniana
1937,genus (E),,Stanhopea,ecornuta
1937,subfamily (A),,Epidendroideae,ecornuta
1938,subfamily (A),,Epidendroideae,embreei
1939,genus (E),,Stanhopea,florida
1939,subfamily (A),,Epidendroideae,florida
1940,genus (E),,Stanhopea,frymirei
1940,subfamily (A),,Epidendroideae,frymirei
1941,genus (E),,Stanhopea,gibbosa
1941,subfamily (A),,Epidendroideae,gibbosa
1942,genus (E),,Stanhopea,grandiflora
1942,subfamily (A),,Epidendroideae,grandiflora
1943,genus (E),,Stanhopea,graveolens
1943,subfamily (A),,Epidendroideae,graveolens
1944,genus (E),,Stanhopea,hernandezii
1944,subfamily (A),,Epidendroideae,hernandezii
1945,genus (E),,Stanhopea,impressa
1945,subfamily (A),,Epidendroideae,impressa
1946,genus (E),,Stanhopea,intermedia
1946,subfamily (A),,Epidendroideae,intermedia
1947,genus (E),,Stanhopea,jenischiana
1947,subfamily (A),,Epidendroideae,jenischiana
1948,subfamily (A),,Epidendroideae,maculosa
1949,genus (E),,Stanhopea,martiana
1949,subfamily (A),,Epidendroideae,martiana
1950,genus (E),,Stanhopea,nigripes
1950,subfamily (A),,Epidendroideae,nigripes
1951,genus (E),,Stanhopea,novogaliciana
1951,subfamily (A),,Epidendroideae,novogaliciana
1952,genus (E),,Stanhopea,oculata
1952,subfamily (A),,Epidendroideae,oculata
1953,genus (E),,Stanhopea,panamensis
1953,subfamily (A),,Epidendroideae,panamensis
1954,genus (E),,Stanhopea,peruviana
1954,subfamily (A),,Epidendroideae,peruviana
1955,genus (E),,Stanhopea,pseudoradiosa
1955,subfamily (A),,Epidendroideae,pseudoradiosa
1956,genus (E),,Stanhopea,pulla
1956,subfamily (A),,Epidendroideae,pulla
1957,genus (E),,Stanhopea,radiosa
1957,subfamily (A),,Epidendroideae,radiosa
1958,subfamily (A),,Epidendroideae,reichenbachiana
1959,genus (E),,Stanhopea,ruckeri
1959,subfamily (A),,Epidendroideae,ruckeri
1960,genus (E),,Stanhopea,saccata
1960,subfamily (A),,Epidendroideae,saccata
1961,genus (E),,Stanhopea,tigrina
1961,subfamily (A),,Epidendroideae,tigrina
1962,genus (E),,Stanhopea,tricornis
1962,subfamily (A),,Epidendroideae,tricornis
1963,genus (E),,Stanhopea,wardii
1963,subfamily (A),,Epidendroideae,wardii
1964,genus (E),,Stanhopea,warscewicziana
1964,subfamily (A),,Epidendroideae,warscewicziana
1965,genus (E),,Stanhopea,whittenii
1965,subfamily (A),,Epidendroideae,whittenii
1966,genus (E),,Stanhopea,xytriophora
1966,subfamily (A),,Epidendroideae,xytriophora
1969,genus (E),,Batemannia,colleyi
1969,subfamily (A),,Epidendroideae,colleyi
1971,genus (E),,Benzingia,reichenbachiana
1971,subfamily (A),,Epidendroideae,reichenbachiana
1974,genus (E),,Chaubardiella,hirtzii
1974,subfamily (A),,Epidendroideae,hirtzii
1976,genus (E),,Chondroscaphe,embreei
1976,subfamily (A),,Epidendroideae,embreei
1978,genus (E),,Cochleanthes,flabelliformis
1978,subfamily (A),,Epidendroideae,flabelliformis
1980,genus (E),,Dichaea,andina
1980,subfamily (A),,Epidendroideae,andina
1981,genus (E),,Dichaea,auriculata
1981,subfamily (A),,Epidendroideae,auriculata
1982,genus (E),,Dichaea,cogniauxiana
1982,subfamily (A),,Epidendroideae,cogniauxiana
1983,genus (E),,Dichaea,glauca
1983,subfamily (A),,Epidendroideae,glauca
1984,genus (E),,Dichaea,hystricina
1984,subfamily (A),,Epidendroideae,hystricina
1985,genus (E),,Dichaea,latifolia
1985,subfamily (A),,Epidendroideae,latifolia
1986,genus (E),,Dichaea,panamensis
1986,subfamily (A),,Epidendroideae,panamensis
1987,genus (E),,Dichaea,parvilabris
1987,subfamily (A),,Epidendroideae,parvilabris
1988,subfamily (A),,Epidendroideae,pendula
1989,genus (E),,Dichaea,potamophila
1989,subfamily (A),,Epidendroideae,potamophila
1991,genus (E),,Galeottia,fimbriata
1991,subfamily (A),,Epidendroideae,fimbriata
1992,genus (E),,Galeottia,grandiflora
1992,subfamily (A),,Epidendroideae,grandiflora
1993,genus (E),,Galeottia,negrensis
1993,subfamily (A),,Epidendroideae,negrensis
1996,genus (E),,Kefersteinia,costaricensis
1996,subfamily (A),,Epidendroideae,costaricensis
1997,genus (E),,Kefersteinia,graminea
1997,subfamily (A),,Epidendroideae,graminea
