excel_row,column,before,after,species_on_that_row
586,subfamily (A),,Epidendroideae,juddii
587,genus (E),,Specklinia,lentiginosa
587,subfamily (A),,Epidendroideae,lentiginosa
588,subfamily (A),,Epidendroideae,pfavii
589,genus (E),,Specklinia,psichion
589,subfamily (A),,Epidendroideae,psichion
590,genus (E),,Specklinia,remotiflora
590,subfamily (A),,Epidendroideae,remotiflora
591,genus (E),,Specklinia,spectabilis
591,subfamily (A),,Epidendroideae,spectabilis
592,genus (E),,Specklinia,trilobata
592,subfamily (A),,Epidendroideae,trilobata
593,genus (E),,Specklinia,vierlingii
593,subfamily (A),,Epidendroideae,vierlingii
595,genus (E),,Stelis,aemula
595,subfamily (A),,Epidendroideae,aemula
596,genus (E),,Stelis,antillensis
596,subfamily (A),,Epidendroideae,antillensis
597,genus (E),,Stelis,argentata
597,subfamily (A),,Epidendroideae,argentata
598,genus (E),,Stelis,atwoodii
598,subfamily (A),,Epidendroideae,atwoodii
599,genus (E),,Stelis,carpinterae
599,subfamily (A),,Epidendroideae,carpinterae
600,genus (E),,Stelis,cassidis
600,subfamily (A),,Epidendroideae,cassidis
601,genus (E),,Stelis,cleistogama
601,subfamily (A),,Epidendroideae,cleistogama
602,genus (E),,Stelis,cobanensis
602,subfamily (A),,Epidendroideae,cobanensis
603,subfamily (A),,Epidendroideae,convallaria
604,genus (E),,Stelis,deregularis
604,subfamily (A),,Epidendroideae,deregularis
605,genus (E),,Stelis,galeata
605,subfamily (A),,Epidendroideae,galeata
606,genus (E),,Stelis,gelida
606,subfamily (A),,Epidendroideae,gelida
607,genus (E),,Stelis,hymenantha
607,subfamily (A),,Epidendroideae,hymenantha
608,genus (E),,Stelis,immersa
608,subfamily (A),,Epidendroideae,immersa
609,genus (E),,Stelis,lankesteri
609,subfamily (A),,Epidendroideae,lankesteri
610,genus (E),,Stelis,latisepala
610,subfamily (A),,Epidendroideae,latisepala
611,genus (E),,Stelis,lauta
611,subfamily (A),,Epidendroideae,lauta
612,genus (E),,Stelis,oblongifolia
612,subfamily (A),,Epidendroideae,oblongifolia
613,subfamily (A),,Epidendroideae,quadrifida
614,genus (E),,Stelis,parvula
614,subfamily (A),,Epidendroideae,parvula
615,genus (E),,Stelis,pilosa
615,subfamily (A),,Epidendroideae,pilosa
616,genus (E),,Stelis,pittieri
616,subfamily (A),,Epidendroideae,pittieri
617,genus (E),,Stelis,pompalis
617,subfamily (A),,Epidendroideae,pompalis
618,genus (E),,Stelis,rubens
618,subfamily (A),,Epidendroideae,rubens
619,genus (E),,Stelis,sclerophylla
619,subfamily (A),,Epidendroideae,sclerophylla
620,genus (E),,Stelis,segoviensis
620,subfamily (A),,Epidendroideae,segoviensis
621,genus (E),,Stelis,simplex
621,subfamily (A),,Epidendroideae,simplex
622,genus (E),,Stelis,superbiens
622,subfamily (A),,Epidendroideae,superbiens
623,subfamily (A),,Epidendroideae,tridentata
624,genus (E),,Stelis,tubata
624,subfamily (A),,Epidendroideae,tubata
625,genus (E),,Stelis,vulcanica
625,subfamily (A),,Epidendroideae,vulcanica
627,genus (E),,Teagueia,sp
627,subfamily (A),,Epidendroideae,sp
628,genus (E),,Teagueia,teaguei
628,subfamily (A),,Epidendroideae,teaguei
630,genus (E),,Trichosalpinx,reflexa
630,subfamily (A),,Epidendroideae,reflexa
633,genus (E),,Isochilus,bracteatus
633,subfamily (A),,Epidendroideae,bracteatus
634,genus (E),,Isochilus,carnosiflorus
634,subfamily (A),,Epidendroideae,carnosiflorus
635,genus (E),,Isochilus,langlassei
635,subfamily (A),,Epidendroideae,langlassei
636,genus (E),,Isochilus,latibracteatus
636,subfamily (A),,Epidendroideae,latibracteatus
639,genus (E),,Gastrodia,clausa
639,subfamily (A),,Epidendroideae,clausa
640,genus (E),,Gastrodia,cunninghamii
640,subfamily (A),,Epidendroideae,cunninghamii
641,genus (E),,Gastrodia,confusioides
641,subfamily (A),,Epidendroideae,confusioides
642,genus (E),,Gastrodia,damingshanensis
642,subfamily (A),,Epidendroideae,damingshanensis
643,genus (E),,Gastrodia,elata
643,subfamily (A),,Epidendroideae,elata
644,genus (E),,Gastrodia,exilis
644,subfamily (A),,Epidendroideae,exilis
645,genus (E),,Gastrodia,flexistyloides
645,subfamily (A),,Epidendroideae,flexistyloides
646,genus (E),,Gastrodia,foetida
646,subfamily (A),,Epidendroideae,foetida
647,subfamily (A),,Epidendroideae,javanica
648,genus (E),,Gastrodia,kuroshimensis
648,subfamily (A),,Epidendroideae,kuroshimensis
649,genus (E),,Gastrodia,nipponicoides
649,subfamily (A),,Epidendroideae,nipponicoides
650,genus (E),,Gastrodia,okinawensis
650,subfamily (A),,Epidendroideae,okinawensis
651,genus (E),,Gastrodia,sesamoides
651,subfamily (A),,Epidendroideae,sesamoides
652,genus (E),,Gastrodia,similis
652,subfamily (A),,Epidendroideae,similis
653,genus (E),,Gastrodia,takeshimensis
653,subfamily (A),,Epidendroideae,takeshimensis
655,genus (E),,Bulbophyllum,affine
655,subfamily (A),,Epidendroideae,affine
656,genus (E),,Bulbophyllum,ambrosia
656,subfamily (A),,Epidendroideae,ambrosia
657,genus (E),,Bulbophyllum,andersonii
657,subfamily (A),,Epidendroideae,andersonii
658,genus (E),,Bulbophyllum,annandalei
658,subfamily (A),,Epidendroideae,annandalei
659,genus (E),,Bulbophyllum,apertum
659,subfamily (A),,Epidendroideae,apertum
660,genus (E),,Bulbophyllum,aphanopetalum
660,subfamily (A),,Epidendroideae,aphanopetalum
661,genus (E),,Bulbophyllum,auratum
661,subfamily (A),,Epidendroideae,auratum
662,genus (E),,Bulbophyllum,baileyi
662,subfamily (A),,Epidendroideae,baileyi
663,subfamily (A),,Epidendroideae,ballii
664,genus (E),,Bulbophyllum,barba
664,subfamily (A),,Epidendroideae,barba
665,genus (E),,Bulbophyllum,betchei
665,subfamily (A),,Epidendroideae,betchei
666,genus (E),,Bulbophyllum,bicolor
666,subfamily (A),,Epidendroideae,bicolor
667,genus (E),,Bulbophyllum,bicoloratum
667,subfamily (A),,Epidendroideae,bicoloratum
668,genus (E),,Bulbophyllum,capuronii
668,subfamily (A),,Epidendroideae,capuronii
669,genus (E),,Bulbophyllum,cheiri
669,subfamily (A),,Epidendroideae,cheiri
670,genus (E),,Bulbophyllum,cirrhoglossum
670,subfamily (A),,Epidendroideae,cirrhoglossum
671,genus (E),,Bulbophyllum,clavatum
671,subfamily (A),,Epidendroideae,clavatum
672,genus (E),,Bulbophyllum,cleistogamum
672,subfamily (A),,Epidendroideae,cleistogamum
673,subfamily (A),,Epidendroideae,chloroglossum
674,genus (E),,Bulbophyllum,complanatum
674,subfamily (A),,Epidendroideae,complanatum
675,genus (E),,Bulbophyllum,corallinum
675,subfamily (A),,Epidendroideae,corallinum
676,genus (E),,Bulbophyllum,corolliferum
676,subfamily (A),,Epidendroideae,corolliferum
677,genus (E),,Bulbophyllum,correae
677,subfamily (A),,Epidendroideae,correae
678,genus (E),,Bulbophyllum,crassipes
678,subfamily (A),,Epidendroideae,crassipes
679,genus (E),,Bulbophyllum,cryptostachyum
679,subfamily (A),,Epidendroideae,cryptostachyum
680,genus (E),,Bulbophyllum,cupreum
680,subfamily (A),,Epidendroideae,cupreum
681,genus (E),,Bulbophyllum,curvimentatum
681,subfamily (A),,Epidendroideae,curvimentatum
682,genus (E),,Bulbophyllum,dasyphyllum
682,subfamily (A),,Epidendroideae,dasyphyllum
683,subfamily (A),,Epidendroideae,densum
684,genus (E),,Bulbophyllum,dischidiifolium
684,subfamily (A),,Epidendroideae,dischidiifolium
685,genus (E),,Bulbophyllum,ecornutum
685,subfamily (A),,Epidendroideae,ecornutum
686,genus (E),,Bulbophyllum,elevatopunctatum
686,subfamily (A),,Epidendroideae,elevatopunctatum
687,genus (E),,Bulbophyllum,elliotii
687,subfamily (A),,Epidendroideae,elliotii
688,genus (E),,Bulbophyllum,emiliorum
688,subfamily (A),,Epidendroideae,emiliorum
689,genus (E),,Bulbophyllum,epicranthes
689,subfamily (A),,Epidendroideae,epicranthes
690,genus (E),,Bulbophyllum,epiphytum
690,subfamily (A),,Epidendroideae,epiphytum
691,genus (E),,Bulbophyllum,erectum
691,subfamily (A),,Epidendroideae,erectum
692,genus (E),,Bulbophyllum,ericssonii
692,subfamily (A),,Epidendroideae,ericssonii
693,subfamily (A),,Epidendroideae,funingense
694,genus (E),,Bulbophyllum,giellerupii
694,subfamily (A),,Epidendroideae,giellerupii
695,genus (E),,Bulbophyllum,glutinosum
695,subfamily (A),,Epidendroideae,glutinosum
696,genus (E),,Bulbophyllum,gracillimum
696,subfamily (A),,Epidendroideae,gracillimum
697,genus (E),,Bulbophyllum,graveolens
697,subfamily (A),,Epidendroideae,graveolens
698,genus (E),,Bulbophyllum,hahlianum
698,subfamily (A),,Epidendroideae,hahlianum
699,genus (E),,Bulbophyllum,helenae
699,subfamily (A),,Epidendroideae,helenae
700,genus (E),,Bulbophyllum,hildebrandtii
700,subfamily (A),,Epidendroideae,hildebrandtii
701,genus (E),,Bulbophyllum,histrionicum
701,subfamily (A),,Epidendroideae,histrionicum
702,genus (E),,Bulbophyllum,hortorum
702,subfamily (A),,Epidendroideae,hortorum
703,subfamily (A),,Epidendroideae,humboltii
704,genus (E),,Bulbophyllum,implexum
704,subfamily (A),,Epidendroideae,implexum
705,genus (E),,Bulbophyllum,incurvum
705,subfamily (A),,Epidendroideae,incurvum
706,genus (E),,Bulbophyllum,insectiferum
706,subfamily (A),,Epidendroideae,insectiferum
707,genus (E),,Bulbophyllum,involutum
707,subfamily (A),,Epidendroideae,involutum
708,genus (E),,Bulbophyllum,ipanemense
708,subfamily (A),,Epidendroideae,ipanemense
709,genus (E),,Bulbophyllum,lasianthum
709,subfamily (A),,Epidendroideae,lasianthum
710,genus (E),,Bulbophyllum,lepidium
710,subfamily (A),,Epidendroideae,lepidium
711,genus (E),,Bulbophyllum,lecouflei
711,subfamily (A),,Epidendroideae,lecouflei
712,genus (E),,Bulbophyllum,lilacinum
712,subfamily (A),,Epidendroideae,lilacinum
713,subfamily (A),,Epidendroideae,lobbii
714,genus (E),,Bulbophyllum,longifolium
714,subfamily (A),,Epidendroideae,longifolium
715,genus (E),,Bulbophyllum,luteobracteatum
715,subfamily (A),,Epidendroideae,luteobracteatum
716,genus (E),,Bulbophyllum,macranthoides
716,subfamily (A),,Epidendroideae,macranthoides
717,genus (E),,Bulbophyllum,macphersonii
717,subfamily (A),,Epidendroideae,macphersonii
718,genus (E),,Bulbophyllum,macranthum
718,subfamily (A),,Epidendroideae,macranthum
719,genus (E),,Bulbophyllum,malawiense
719,subfamily (A),,Epidendroideae,malawiense
720,genus (E),,Bulbophyllum,mandibulare
720,subfamily (A),,Epidendroideae,mandibulare
721,genus (E),,Bulbophyllum,mentosum
721,subfamily (A),,Epidendroideae,mentosum
722,genus (E),,Bulbophyllum,minutum
722,subfamily (A),,Epidendroideae,minutum
723,subfamily (A),,Epidendroideae,mucronifolium
724,genus (E),,Bulbophyllum,nigrescens
724,subfamily (A),,Epidendroideae,nigrescens
725,genus (E),,Bulbophyllum,nipondhii
725,subfamily (A),,Epidendroideae,nipondhii
726,genus (E),,Bulbophyllum,nutans
726,subfamily (A),,Epidendroideae,nutans
727,genus (E),,Bulbophyllum,obtusatum
727,subfamily (A),,Epidendroideae,obtusatum
728,genus (E),,Bulbophyllum,occlusum
728,subfamily (A),,Epidendroideae,occlusum
729,genus (E),,Bulbophyllum,occultum
729,subfamily (A),,Epidendroideae,occultum
730,genus (E),,Bulbophyllum,odoratissimum
730,subfamily (A),,Epidendroideae,odoratissimum
731,genus (E),,Bulbophyllum,oreonastes
731,subfamily (A),,Epidendroideae,oreonastes
732,genus (E),,Bulbophyllum,orientale
732,subfamily (A),,Epidendroideae,orientale
733,subfamily (A),,Epidendroideae,ornatissimum
734,genus (E),,Bulbophyllum,patens
734,subfamily (A),,Epidendroideae,patens
735,genus (E),,Bulbophyllum,peninsulare
735,subfamily (A),,Epidendroideae,peninsulare
736,genus (E),,Bulbophyllum,penicillium
736,subfamily (A),,Epidendroideae,penicillium
737,genus (E),,Bulbophyllum,pervillei
737,subfamily (A),,Epidendroideae,pervillei
738,genus (E),,Bulbophyllum,praetervisum
738,subfamily (A),,Epidendroideae,praetervisum
739,genus (E),,Bulbophyllum,prismaticum
739,subfamily (A),,Epidendroideae,prismaticum
740,genus (E),,Bulbophyllum,pulvinatum
740,subfamily (A),,Epidendroideae,pulvinatum
741,genus (E),,Bulbophyllum,pusillum
741,subfamily (A),,Epidendroideae,pusillum
742,genus (E),,Bulbophyllum,quadrifarium
742,subfamily (A),,Epidendroideae,quadrifarium
743,subfamily (A),,Epidendroideae,regnellii
744,genus (E),,Bulbophyllum,rothschildianum
744,subfamily (A),,Epidendroideae,rothschildianum
745,genus (E),,Bulbophyllum,rubrum
745,subfamily (A),,Epidendroideae,rubrum
746,genus (E),,Bulbophyllum,ruginosum
746,subfamily (A),,Epidendroideae,ruginosum
747,genus (E),,Bulbophyllum,rupicola
747,subfamily (A),,Epidendroideae,rupicola
748,genus (E),,Bulbophyllum,saltatorium
748,subfamily (A),,Epidendroideae,saltatorium
749,genus (E),,Bulbophyllum,sambiranense
749,subfamily (A),,Epidendroideae,sambiranense
750,genus (E),,Bulbophyllum,scariosa
750,subfamily (A),,Epidendroideae,scariosa
751,genus (E),,Bulbophyllum,schinzianum
751,subfamily (A),,Epidendroideae,schinzianum
752,genus (E),,Bulbophyllum,scrobiculilabre
752,subfamily (A),,Epidendroideae,scrobiculilabre
753,subfamily (A),,Epidendroideae,shweliense
754,genus (E),,Bulbophyllum,sinapis
754,subfamily (A),,Epidendroideae,sinapis
755,genus (E),,Bulbophyllum,striatellum
755,subfamily (A),,Epidendroideae,striatellum
756,genus (E),,Bulbophyllum,subumbellatum
756,subfamily (A),,Epidendroideae,subumbellatum
757,genus (E),,Bulbophyllum,sutepense
758,genus (E),,Bulbophyllum,tollenoniferum
758,subfamily (A),,Epidendroideae,tollenoniferum
759,genus (E),,Bulbophyllum,triandrum
759,subfamily (A),,Epidendroideae,triandrum
760,genus (E),,Bulbophyllum,trifarium
760,subfamily (A),,Epidendroideae,trifarium
761,genus (E),,Bulbophyllum,umbellatum
761,subfamily (A),,Epidendroideae,umbellatum
762,genus (E),,Bulbophyllum,variegatum
762,subfamily (A),,Epidendroideae,variegatum
763,subfamily (A),,Epidendroideae,verruciferum
764,genus (E),,Bulbophyllum,vinaceum
764,subfamily (A),,Epidendroideae,vinaceum
765,genus (E),,Bulbophyllum,virescens
765,subfamily (A),,Epidendroideae,virescens
766,genus (E),,Bulbophyllum,warmingianum
766,subfamily (A),,Epidendroideae,warmingianum
767,genus (E),,Bulbophyllum,weddellii
767,subfamily (A),,Epidendroideae,weddellii
768,genus (E),,Bulbophyllum,weinthalii
768,subfamily (A),,Epidendroideae,weinthalii
770,genus (E),,Dendrobium,acinaciforme
770,subfamily (A),,Epidendroideae,acinaciforme
771,genus (E),,Dendrobium,adae
771,subfamily (A),,Epidendroideae,adae
772,genus (E),,Dendrobium,aduncum
772,subfamily (A),,Epidendroideae,aduncum
773,genus (E),,Dendrobium,albosanguineum
773,subfamily (A),,Epidendroideae,albosanguineum
774,genus (E),,Dendrobium,aloifolium
774,subfamily (A),,Epidendroideae,aloifolium
775,genus (E),,Dendrobium,angulatum
775,subfamily (A),,Epidendroideae,angulatum
776,genus (E),,Dendrobium,anosmum
776,subfamily (A),,Epidendroideae,anosmum
777,genus (E),,Dendrobium,aphyllum
777,subfamily (A),,Epidendroideae,aphyllum
778,subfamily (A),,Epidendroideae,aqueum
779,genus (E),,Dendrobium,atavus
779,subfamily (A),,Epidendroideae,atavus
780,genus (E),,Dendrobium,bicameratum
780,subfamily (A),,Epidendroideae,bicameratum
781,genus (E),,Dendrobium,biflorum
781,subfamily (A),,Epidendroideae,biflorum
782,genus (E),,Dendrobium,bigibbum
782,subfamily (A),,Epidendroideae,bigibbum
783,genus (E),,Dendrobium,bilobulatum
783,subfamily (A),,Epidendroideae,bilobulatum
784,genus (E),,Dendrobium,blumei
784,subfamily (A),,Epidendroideae,blumei
785,genus (E),,Dendrobium,brevimentum
785,subfamily (A),,Epidendroideae,brevimentum
786,genus (E),,Dendrobium,brymerianum
786,subfamily (A),,Epidendroideae,brymerianum
787,genus (E),,Dendrobium,calcaratum
787,subfamily (A),,Epidendroideae,calcaratum
788,subfamily (A),,Epidendroideae,calocephalum
789,genus (E),,Dendrobium,canaliculatum
789,subfamily (A),,Epidendroideae,canaliculatum
790,genus (E),,Dendrobium,capillipes
790,subfamily (A),,Epidendroideae,capillipes
791,genus (E),,Dendrobium,carniferum
791,subfamily (A),,Epidendroideae,carniferum
792,genus (E),,Dendrobium,catenatum
792,subfamily (A),,Epidendroideae,catenatum
793,genus (E),,Dendrobium,chrysanthum
793,subfamily (A),,Epidendroideae,chrysanthum
794,genus (E),,Dendrobium,chryseum
794,subfamily (A),,Epidendroideae,chryseum
795,genus (E),,Dendrobium,chrysotoxum
795,subfamily (A),,Epidendroideae,chrysotoxum
796,genus (E),,Dendrobium,clausum
796,subfamily (A),,Epidendroideae,clausum
797,genus (E),,Dendrobium,cleistogamum
797,subfamily (A),,Epidendroideae,cleistogamum
798,subfamily (A),,Epidendroideae,compactum
799,genus (E),,Dendrobium,crepidatum
799,subfamily (A),,Epidendroideae,crepidatum
800,genus (E),,Dendrobium,crumenatum
800,subfamily (A),,Epidendroideae,crumenatum
801,genus (E),,Dendrobium,crystalinum
801,subfamily (A),,Epidendroideae,crystalinum
802,genus (E),,Dendrobium,cucullatum
802,subfamily (A),,Epidendroideae,cucullatum
803,genus (E),,Dendrobium,cunninghamii
803,subfamily (A),,Epidendroideae,cunninghamii
804,genus (E),,Dendrobium,curvicaule
804,subfamily (A),,Epidendroideae,curvicaule
805,genus (E),,Dendrobium,dantaniense
805,subfamily (A),,Epidendroideae,dantaniense
806,genus (E),,Dendrobium,dendrocolloides
806,subfamily (A),,Epidendroideae,dendrocolloides
807,genus (E),,Dendrobium,denneanum
807,subfamily (A),,Epidendroideae,denneanum
808,subfamily (A),,Epidendroideae,densiflorum
809,genus (E),,Dendrobium,denudans
809,subfamily (A),,Epidendroideae,denudans
810,genus (E),,Dendrobium,devonianum
810,subfamily (A),,Epidendroideae,devonianum
811,genus (E),,Dendrobium,distichum
811,subfamily (A),,Epidendroideae,distichum
812,genus (E),,Dendrobium,dixanthum
812,subfamily (A),,Epidendroideae,dixanthum
813,genus (E),,Dendrobium,draconis
813,subfamily (A),,Epidendroideae,draconis
814,genus (E),,Dendrobium,ellipsophyllum
814,subfamily (A),,Epidendroideae,ellipsophyllum
815,genus (E),,Dendrobium,erostelle
815,subfamily (A),,Epidendroideae,erostelle
816,genus (E),,Dendrobium,exile
816,subfamily (A),,Epidendroideae,exile
817,genus (E),,Dendrobium,falconeri
817,subfamily (A),,Epidendroideae,falconeri
818,subfamily (A),,Epidendroideae,falcorostrum
819,genus (E),,Dendrobium,farmeri
819,subfamily (A),,Epidendroideae,farmeri
820,genus (E),,Dendrobium,fimbriatum
820,subfamily (A),,Epidendroideae,fimbriatum
821,genus (E),,Dendrobium,findlayanum
821,subfamily (A),,Epidendroideae,findlayanum
822,genus (E),,Dendrobium,finisterrae
822,subfamily (A),,Epidendroideae,finisterrae
823,genus (E),,Dendrobium,formosum
823,subfamily (A),,Epidendroideae,formosum
824,genus (E),,Dendrobium,gemellum
824,subfamily (A),,Epidendroideae,gemellum
825,genus (E),,Dendrobium,gibsonii
825,subfamily (A),,Epidendroideae,gibsonii
826,genus (E),,Dendrobium,gratiotissimum
826,subfamily (A),,Epidendroideae,gratiotissimum
827,genus (E),,Dendrobium,griffithianum
827,subfamily (A),,Epidendroideae,griffithianum
828,subfamily (A),,Epidendroideae,hainanense
829,genus (E),,Dendrobium,hancockii
829,subfamily (A),,Epidendroideae,hancockii
830,genus (E),,Dendrobium,hendersonii
830,subfamily (A),,Epidendroideae,hendersonii
831,genus (E),,Dendrobium,hercoglossum
831,subfamily (A),,Epidendroideae,hercoglossum
832,genus (E),,Dendrobium,heterocarpum
832,subfamily (A),,Epidendroideae,heterocarpum
833,genus (E),,Dendrobium,homoglossum
833,subfamily (A),,Epidendroideae,homoglossum
834,genus (E),,Dendrobium,hookerianum
834,subfamily (A),,Epidendroideae,hookerianum
835,genus (E),,Dendrobium,hosei
835,subfamily (A),,Epidendroideae,hosei
836,genus (E),,Dendrobium,indivisum
836,subfamily (A),,Epidendroideae,indivisum
837,genus (E),,Dendrobium,indragiriense
837,subfamily (A),,Epidendroideae,indragiriense
